Nummer,Sector,Ligging,Oppervlakte,Eigenaar,Datum,Bron,Opmerkingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100315,"""benoorden die Overleecker gou"" ","het kercke deymt, Trijn Ffijes ackeren met het kercken deymt",1213 roeden,Trijn Ffijes,1589,fol 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100316,"""benoorden die Overleecker gou"" ",Janslant,946 roeden,Lijsbet Claesies,1589,fol 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100317,"""benoorden die Overleecker gou"" ",Doede ven,976 roeden,Claes Bording,1589,fol 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100318,"""benoorden die Overleecker gou"" ",Doede ven,1002 roeden,Trijn Melis,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100319,"""benoorden die Overleecker gou"" ",Kokerslant,1432 ½ roeden,Lijsbet timmermans,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100320,"""benoorden die Overleecker gou"" ",Startien,"432 roeden, an riet 6 roeden",Trijn Hillebrants,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100321,"""benoorden die Overleecker gou"" ",Goots halich,"525 roeden, riet 10 roeden",Pieter Janses,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100322,"""benoorden die Overleecker gou"" ",halichien,325 roeden,jonge Jan op Kol,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100323,"""benoorden die Overleecker gou"" ",Breedweer,"961 roeden, an riet 2 roeden",Sem op Rooms,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100324,"""benoorden die Overleecker gou"" ",butter kampien,329 ¼ roeden,Sijme Cornelisses,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100325,"""benoorden die Overleecker gou"" ",Breedweer,1279 roeden,Halsten Claessen,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100326,"""benoorden die Overleecker gou"" ",cleijne lantien,461 roeden,jong Eecht,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100327,"""benoorden die Overleecker gou"" ",Broker part van Heyn Jan Vesanes leet ven,526 ¾ roeden,Heijn Jan Vesane,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100328,"""benoorden die Overleecker gou"" ",Broocker part van Jan Melisses kinderen leetven,684 roeden,Jan Melisses kinderen,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100329,"""benoorden die Overleecker gou"" ",Noom Japen halich op die bansceijding,232 ½ roeden,Noom Jaep,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100330,"""eijlant die oude vennen""","""een eylant genaemt die oude vennen""",,,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100331,"""eijlant die oude vennen""",het Cruijs,948 roeden,Pieter oomkeeses,1589,fol 77v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100332,"""eijlant die oude vennen""",ouwe ven,"799 roeden, riet 14 roeden",Jannitie Griet Nieses,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100333,"""eijlant die oude vennen""",oude ven,680 ½   roeden ,Dirck Hillebrantses,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100334,"""eijlant die oude vennen""",oude ven,"1288 roeden, riet 25 roeden",Marten Mieuses,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100335,"""eijlant die oude vennen""",oude ven,1052 roeden,Eeffmoer,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100336,"""eijlant die oude vennen""",oude ven,"1398 roeden, an riet 30 roeden",Keesie maet ,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100337,"""eijlant die oude vennen""",oude ven,"1257 ½ roeden, an riet 14 roeden",Heijn Garbrant Sanes,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100338,"""eijlant die oude vennen""",Jaenke lant,618 roeden,die kercke,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100339,"""eijlant die oude vennen""",Jaenkelant,623 ¼ roeden,Heijn van 't Oost,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100340,"""over die Noortmeer""","""die landen over die Noortmeer gelegen""",,,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100341,"""over die Noortmeer""","""Copperties oort op die Palmsloot""",963 ¾ roeden,Kleesen erfnamen,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100342,"""over die Noortmeer""","op die Palmsloot, land genaamd ""Copperties oort""",963 ¾ roeden,Kleesen erfnamen,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100343,"""over die Noortmeer""","""Kopperties oort""","861 roeden, an riet 42 roeden",Hillebrant Slooff ,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100344,"""over die Noortmeer""",bij overleeck,1168 roeden,Lobrich Mieus,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100345,"""over die Noortmeer""",Buijke ven,"1322 ½ roeden, riet 18 roeden",Dirck Sijes,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100346,"""over die Noortmeer""","""die Virge""","1032 roeden, an riet 25 roeden",Maeij t Ilpendam ,1589,fol 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100347,"""over die Noortmeer""",Kinnenlant,"1350 roeden, an riet 60 roeden",Janses Jaep,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100348,"""over die Noortmeer""",Gooren,"1139 roeden, an riet 60 roeden ",Jaep Clasen Keijser,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100349,"""over die Noortmeer""",Heylen werff,,Jan Claesen Mars,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100350,"""over die Noortmeer""",Bree vennitien,"572 roeden, an riet 35 roeden",Eeff Claes Verlaens,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100351,"""over die Noortmeer""",breevennitien,"586 roeden, an riet 25 roeden ",Cornelis Claeses,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100352,"""over die Noortmeer""",oudes meerkamp,"684 roeden, an riet 16 roeden",Futse,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100353,"""over die Noortmeer""","""het Ruige lant""",972 roeden,die weeskinder van Munnekedam,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100354,"""over die Noortmeer""",""" op die Noortmeer""","896 roeden, riet 22 roeden",Dirck Gerritses,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100355,"""over die Noortmeer""","""after Breeven""",733 roeden,Sijme Nanningsen,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100356,"""over die Noortmeer""","""voor Breeven""",827 roeden,Syme Nanningses,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100357,"""over die Noortmeer""",Luken noort,579 roeden,Claes Reijnses,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100358,"""over die Noortmeer""",halich,69 roeden,Lijs Nieses,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100359,"""over die Noortmeer""",Lijsie Nannes Corsalffs lant,981 roeden,Lysie Nannes Corsalff,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100360,"""over die Noortmeer""",begijnelant,1039 roeden,Pieter Mieuses,1589,fol 78v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100361,"""over die Noortmeer""",meer stuck,"726 roeden, an riet 8 roeden",swarte Kees,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100362,"""over die Noortmeer""",meerstuck,"690 roeden, an riet 6 roeden",Janses Jan,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100363,"""over die Noortmeer""","""Claes te Venenlant"" ",850 ½ roeden,Janses Jannen erfnamen,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100364,"""over die Noortmeer""",keet,835 roeden,Claes Jan Rijsers,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100365,"""over die Noortmeer""",Janneken Wouterslant,798 roeden,Wilm Pietersen Suis ,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100366,"""over die Noortmeer""",start,908 ¾ roeden,Risie,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100367,"""over die Noortmeer""",scermied,"1386 roeden, an riet 18 roeden",Gerrit Jan Rijsers ,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100368,"""over die Noortmeer""",scermietien,762 roeden,Risie,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100369,"""over die Noortmeer""",,1069 ¼ roeden,Neel Marts,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100370,"""over die Noortmeer""",op die nieuwe vaert ,1152 roeden,jonc Klaes,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100371,"""over die Noortmeer""",de Rookamp,953 ½ roeden,die weeskinderen van Munnekedam,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100372,"""over die Noortmeer""",op die nieuwe Vaert,742 roeden,Wilm Pieterses,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100373,"""over die Noortmeer""",1529 ¼ roeden,1529 ¼ roeden,Trijn Floris,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100374,"""over die Noortmeer""",plasien,629 roeden,Geert Broeris,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100375,"""over die Noortmeer""",grote plas,1582 ¼ roeden,Reijn Janses,1589,fol 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100376,"""over die Noortmeer""",Begynelant,1383 roeden,Loutien Dirck Melis ,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100377,"""over die Noortmeer""","""op die Wiltsloot""",899 roeden,Neel Marts,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100378,"""over die Noortmeer""",deymt ,355 roeden,Dirck Janses,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100379,"""benoorden die nieuwe Vaart""","""die Nieuwe Vaart"" ",,,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100380,"""benoorden die nieuwe Vaart""","""op die Wiltsloot""",916 roeden,Symen Aertsen t  Ilpendam,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100381,"""benoorden die nieuwe Vaart""",hoorntien,1302 roeden,Gerrit Jan Rijsers ,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100382,"""benoorden die nieuwe Vaart""","Coppertsven, Jan Syme Vriesen Coppertsven",1650 roeden,Jan Syme Vriese,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100383,"""benoorden die nieuwe Vaart""","Coppertsven, Jan Symeslant daer besyden",834 roeden,Jan Syme Vriese,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100384,"""benoorden die nieuwe Vaart""",Swaenkelant,1204 roeden,Dirck Gerritses,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100385,"""benoorden die nieuwe Vaart""",Swaenkelant,1383 roeden,Albert Ooms weeu,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100386,"""benoorden die nieuwe Vaart""","""noch een hoeckien van Jan Mues hem deymt"" ",76 roeden,Jan Mues [?],1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100387,"""benoorden die nieuwe Vaart""",Galle kooien,973 ½ roeden,Jan Symsen Vriese,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100388,"""benoorden die nieuwe Vaart""",Galle kooien,952 roeden,Pieter Clases,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100389,"""benoorden die nieuwe Vaart""",Wilts hoorntien,723 roeden,Jan Trutsen,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100390,"""benoorden die nieuwe Vaart""",Wilts hoorntien,715 roeden,Jaep Bolkes,1589,fol 79v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100391,Bruterweer ,hofstede,50 + 10 roeden,Hillegont ,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100392,Bruterweer ,hofstede,2 hofsteden: 50 + 35 roeden en  50 + 4 roeden,Trijn Sijmes,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100393,Bruterweer ,hofstede,50 + 34 roeden,Jan Markes,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100394,Bruterweer ,hofstede,50 + 20 roeden,Claes Mieusen Visker,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100395,Bruterweer ,hofstede,50 + 9 roeden,Neel Ffijes,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100396,Bruterweer ,hofstede,50 + 20 roeden,goe Claes,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100397,Bruterweer ,hofstede,50 + 17 roeden,Pieter Mieusen,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100398,Bruterweer ,hofstede,50 + 15 roeden,Cornelis Jansen,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100399,Bruterweer ,hofstede,50 + 20 roeden,Trijn Pieter vaers,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100400,Bruterweer ,hofstede,50 + 5 roeden,Mieus Gerritsen,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100401,Bruterweer ,hofstede,50 + 13 roeden,Syme Jaep,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100402,Bruterweer ,hofstede,50 + 4 roeden,Ysbrant ,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100403,Bruterweer ,hofstede,50 + 4 roeden,Claes Leeckman,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100404,Bruterweer ,hofstede,50 + 56 roeden,Jan Melissen,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100405,Bruterweer ,hofstede,50 + 16 roeden,Dirck Sael,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100406,Bruterweer ,hofstede,50 + 13 roeden,Pieter Pietersen,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100407,Bruterweer ,hofstede,50 + 25 roeden,Jan Broer,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100408,Bruterweer ,hofstede,50 + 7 roeden,Jaep Clasen,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100409,Bruterweer ,hofstede,50 + 12 roeden ,Pieter Jaep Semmeses,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100410,Bruterweer ,hofstede,50 + 17 roeden,Griet Pietervaers ,1589,fol 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100411,Somma van de meting van 1589: 853 deymten en 383 roeden voor de gehele ban van Broeck,,,,1589,Maatboek van Waterland Inv  Hoogheemraadschap Waterland 63 fol 80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
